01067	35,57	37,57	64,18
01069	35,57	37,57	64,18
01097	35,89	37,89	64,50
01099	35,89	37,89	64,50
01108	35,57	37,57	64,18
01109	35,57	37,57	64,18
01127	35,57	37,57	64,18
01129	35,89	37,89	64,50
01139	35,57	37,57	64,18
01156	35,57	37,57	64,18
01157	35,57	37,57	64,18
01159	35,57	37,57	64,18
01169	35,57	37,57	64,18
01187	35,89	37,89	64,50
01189	35,57	37,57	64,18
01217	35,57	37,57	64,18
01219	35,57	37,57	64,18
01237	35,57	37,57	64,18
01239	35,89	37,89	64,50
01257	35,57	37,57	64,18
01259	35,57	37,57	64,18
01277	36,56	38,56	65,16
01279	35,89	37,89	64,50
01307	35,57	37,57	64,18
01309	37,58	39,58	66,19
01324	36,56	38,56	65,16
01326	35,89	37,89	64,50
01328	35,57	37,57	64,18
01445	35,57	37,57	64,18
01454	35,57	37,57	64,18
01458	35,57	37,57	64,18
01465	35,57	37,57	64,18
01468	35,57	37,57	64,18
01471	35,57	37,57	64,18
01477	35,57	37,57	64,18
01558	35,57	37,57	64,18
01561	35,57	37,57	64,18
01587	35,57	37,57	64,18
01589	35,57	37,57	64,18
01591	35,57	37,57	64,18
01594	35,57	37,57	64,18
01609	35,57	37,57	64,18
01612	35,57	37,57	64,18
01616	35,57	37,57	64,18
01619	35,57	37,57	64,18
01623	35,57	37,57	64,18
01640	35,57	37,57	64,18
01662	35,57	37,57	64,18
01665	35,57	37,57	64,18
01683	35,57	37,57	64,18
01689	35,57	37,57	64,18
01705	35,57	37,57	64,18
01723	35,57	37,57	64,18
01728	35,57	37,57	64,18
01731	35,57	37,57	64,18
01734	35,57	37,57	64,18
01737	35,57	37,57	64,18
01738	35,57	37,57	64,18
01744	35,57	37,57	64,18
01762	35,57	37,57	64,18
01768	35,57	37,57	64,18
01773	35,57	37,57	64,18
01774	35,57	37,57	64,18
01776	35,57	37,57	64,18
01778	35,57	37,57	64,18
01796	35,57	37,57	64,18
01809	35,57	37,57	64,18
01814	35,57	37,57	64,18
01816	35,57	37,57	64,18
01819	35,57	37,57	64,18
01824	35,57	37,57	64,18
01825	35,57	37,57	64,18
01829	35,57	37,57	64,18
01833	35,57	37,57	64,18
01844	35,57	37,57	64,18
01847	35,57	37,57	64,18
01848	35,57	37,57	64,18
01855	35,57	37,57	64,18
01877	35,57	37,57	64,18
01896	35,57	37,57	64,18
01900	35,57	37,57	64,18
01904	35,57	37,57	64,18
01906	35,57	37,57	64,18
01909	35,57	37,57	64,18
01917	35,57	37,57	64,18
01920	35,57	37,57	64,18
01936	35,57	37,57	64,18
01945	35,57	37,57	64,18
01968	35,57	37,57	64,18
01979	35,57	37,57	64,18
01983	35,57	37,57	64,18
01987	35,57	37,57	64,18
01990	35,57	37,57	64,18
01993	35,57	37,57	64,18
01994	35,57	37,57	64,18
01996	35,57	37,57	64,18
01998	35,57	37,57	64,18
02625	35,57	37,57	64,18
02627	35,57	37,57	64,18
02633	35,57	37,57	64,18
02681	35,57	37,57	64,18
02689	35,57	37,57	64,18
02692	35,57	37,57	64,18
02694	35,57	37,57	64,18
02699	35,57	37,57	64,18
02708	35,57	37,57	64,18
02727	35,57	37,57	64,18
02730	35,57	37,57	64,18
02733	35,57	37,57	64,18
02736	35,57	37,57	64,18
02739	35,57	37,57	64,18
02742	35,57	37,57	64,18
02747	35,57	37,57	64,18
02748	35,57	37,57	64,18
02763	35,57	37,57	64,18
02779	35,57	37,57	64,18
02782	35,57	37,57	64,18
02785	35,57	37,57	64,18
02788	35,57	37,57	64,18
02791	35,57	37,57	64,18
02794	35,57	37,57	64,18
02796	35,57	37,57	64,18
02797	35,57	37,57	64,18
02799	35,57	37,57	64,18
02826	43,58	45,58	72,19
02827	35,57	37,57	64,18
02828	35,57	37,57	64,18
02829	35,57	37,57	64,18
02894	35,57	37,57	64,18
02899	35,57	37,57	64,18
02906	35,57	37,57	64,18
02923	35,57	37,57	64,18
02929	35,57	37,57	64,18
02943	35,57	37,57	64,18
02953	35,57	37,57	64,18
02956	35,57	37,57	64,18
02957	35,57	37,57	64,18
02959	35,57	37,57	64,18
02977	35,57	37,57	64,18
02979	35,57	37,57	64,18
02991	35,57	37,57	64,18
02994	35,57	37,57	64,18
02997	35,57	37,57	64,18
55283	36,90	38,90	65,51
38527	39,35	41,35	67,96
83379	43,58	45,58	72,19
31848	37,58	39,58	66,19
30457	38,28	40,28	66,89
27249	37,58	39,58	66,19
22607	36,90	38,90	65,51
94127	47,41	49,41	76,02
54655	35,57	37,57	64,18
44787	36,56	38,56	65,16
06862	35,57	37,57	64,18
10245	35,57	37,57	64,18
95100	36,90	38,90	65,51
57518	36,56	38,56	65,16
29473	35,57	37,57	64,18
86863	42,00	43,99	70,60
50226	38,28	40,28	66,89
79227	43,58	45,58	72,19
45359	39,35	41,35	67,96
32257	39,35	41,35	67,96
84367	40,46	42,46	69,07
97291	39,35	41,35	67,96
23881	35,89	37,89	64,50
73765	36,90	38,90	65,51
65835	36,56	38,56	65,16
93458	47,41	49,41	76,02
32602	40,46	42,46	69,07
97277	37,58	39,58	66,19
74743	36,90	38,90	65,51
25779	35,89	37,89	64,50
17322	35,57	37,57	64,18
91275	40,46	42,46	69,07
91327	43,58	45,58	72,19
08606	35,57	37,57	64,18
24610	35,89	37,89	64,50
67686	35,89	37,89	64,50
91217	43,58	45,58	72,19
74535			66,19
51580	36,90	38,90	65,51
17034	35,57	37,57	64,18
34508	35,57	37,57	64,18
88250	43,58	45,58	72,19
09419	35,57	37,57	64,18
47652	39,35	41,35	67,96
15326	35,57	37,57	64,18
97243	37,58	39,58	66,19
94347	49,68	51,68	78,29
04571	35,57	37,57	64,18
83083	45,24	47,24	73,85
96146	40,46	42,46	69,07
25704	36,56	38,56	65,16
21529	35,57	37,57	64,18
95497	42,00	43,99	70,60
67737	36,56	38,56	65,16
65520	36,90	38,90	65,51
66130	35,57	37,57	64,18
29345	35,57	37,57	64,18
25719	36,90	38,90	65,51
67659	36,56	38,56	65,16
71640	36,56	38,56	65,16
52080	37,58	39,58	66,19
06642	35,57	37,57	64,18
70806	36,90	38,90	65,51
87770	47,41	49,41	76,02
86687	37,58	39,58	66,19
07586	35,57	37,57	64,18
15738	35,57	37,57	64,18
67817	36,90	38,90	65,51
32760	39,35	41,35	67,96
56653	37,58	39,58	66,19
21129	35,89	37,89	64,50
72181	37,58	39,58	66,19
72145	37,58	39,58	66,19
95339	39,35	41,35	67,96
86980	47,41	49,41	76,02
73329	37,58	39,58	66,19
33607	36,90	38,90	65,51
29451	35,57	37,57	64,18
82441	40,46	42,46	69,07
87439	49,68	51,68	78,29
56206	39,35	41,35	67,96
35583	36,90	38,90	65,51
44149	36,90	38,90	65,51
66709	35,57	37,57	64,18
